Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-10-05,165.07,166.25,164.26,166.12,3504865.0,0.0,1.0,157.40428364606979,158.52948540715516,156.6318993863417,158.40552250127288,3504865.0
2017-10-04,165.49,166.08,164.91,165.29,2746513.0,0.0,1.0,157.80477918815106,158.36738006869373,157.25171391575313,157.6140670252552,2746513.0
2017-10-03,164.06,165.28,164.0,165.17,3046281.0,0.0,1.0,156.4411872234459,157.60453141711042,156.38397357457714,157.49963972751772,3046281.0
2017-10-02,164.2,164.25,163.22,164.02,2721377.0,0.0,1.0,156.57468573747295,156.62236377819693,155.6401961392834,156.40304479086672,2721377.0
2017-09-29,162.5,163.61,162.15,163.56,3465252.0,0.0,1.0,154.95363235285845,156.0120848569303,154.61988606779076,155.96440681620632,3465252.0
2017-09-28,160.72,162.45,160.66,162.36,4613200.0,0.0,1.0,153.2562941030856,154.90595431213447,153.19908045421684,154.82013383883137,4613200.0
2017-09-27,161.38,161.69,160.14,160.92,3966113.0,0.0,1.0,153.88564424064182,154.18124809313034,152.7032288306877,153.4470062659814,3966113.0
2017-09-26,161.55,162.0,160.79,161.26,3222646.0,0.0,1.0,154.04774957910328,154.47685194561888,153.32304336009912,153.77121694290432,3222646.0
2017-09-25,160.05,161.43,159.75,161.1,4896374.0,0.0,1.0,152.6174083573846,153.93332228136578,152.33134011304085,153.61864721258766,4896374.0
2017-09-22,159.14,160.09,159.01,159.97,3576079.0,0.0,1.0,151.74966801620855,152.65555078996374,151.62570511032627,152.54112349222623,3576079.0
2017-09-21,158.87,159.556,158.72,159.19,3082093.0,0.0,1.0,151.4922065962992,152.1463493150319,151.34917247412733,151.79734605693253,3082093.0
2017-09-20,157.57,159.39,157.36,158.68,4598009.0,0.0,1.0,150.25257753747633,151.98805821982833,150.05232976643575,151.31103004154818,4598009.0
2017-09-19,157.8,158.32,157.16,157.66,3712727.0,0.0,1.0,150.47189652480654,150.9677481483357,149.86161760353988,150.33839801077946,3712727.0
2017-09-18,159.0,159.0,157.69,157.81,4010587.0,0.0,1.0,151.6161695021815,151.6161695021815,150.36700483521383,150.48143213295134,4010587.0
2017-09-15,159.98,159.99,158.29,158.4,9124244.0,0.0,1.0,152.55065910037104,152.56019470851584,150.9391413239013,151.04403301349402,9124244.0
2017-09-14,160.35,160.85,159.33,159.38,5287433.0,0.0,1.0,152.9034766017283,153.38025700896787,151.9308445709596,151.97852261168356,5287433.0
2017-09-13,160.39,161.38,159.55,160.02,4713676.0,0.0,1.0,152.94161903430748,153.88564424064182,152.14062795014502,152.5888015329502,4713676.0
2017-09-12,159.06,160.93,158.71,159.91,5793753.0,0.0,1.0,151.67338315105025,153.45654187412623,151.33963686598256,152.4839098433575,5793753.0
2017-09-11,158.42,158.74,156.22,158.37,8847928.0,0.0,1.0,151.0631042297836,151.36824369041693,148.96527043792952,151.01542618905964,8847928.0
2017-09-08,159.09,160.69,157.52,159.66,10088630.0,0.0,1.0,151.70198997548462,153.22768727865122,150.2048994967524,152.24551963973772,10088630.0
2017-09-07,158.17,159.28,156.79,157.93,8264524.0,0.0,1.0,150.8247140261638,151.88316653023566,149.50880010218262,150.59585943068882,8264524.0
2017-09-06,154.86,157.03,154.145,156.56,8126012.0,0.0,1.0,147.6684277302379,149.7376546976576,146.98663174788533,149.2894811148524,8126012.0
2017-09-05,151.71,153.92,151.7,152.93,7512387.0,0.0,1.0,144.66471116462864,146.77208056462752,144.65517555648384,145.8280553582932,7512387.0
2017-09-01,150.26,150.94,149.76,150.78,3383036.0,0.0,1.0,143.2820479836339,143.9304693374797,142.80526757639433,143.77789960716305,3383036.0
2017-08-31,150.61,150.925,149.85,149.87,6083340.0,0.0,1.0,143.61579426870162,143.91616592526253,142.89108804969746,142.91015926598706,6083340.0
2017-08-30,150.0,150.25,149.28,150.0,3640966.0,0.0,1.0,143.03412217186934,143.27251237548913,142.34755838544436,143.03412217186934,3640966.0
2017-08-29,150.07,150.9,149.03,149.84,5368178.0,0.89,1.0,143.10087142888287,143.89232690490056,142.10916818182457,142.88155244155269,5368178.0
2017-08-28,151.94,152.39,150.43,151.39,6843168.0,0.0,1.0,144.02854825163877,144.4551169413402,142.59717331508506,143.50718651978144,6843168.0
2017-08-25,148.51,150.53,148.4,149.65,3047971.0,0.0,1.0,140.7771469056922,142.69196635724091,140.67287455932075,141.8577875862692,3047971.0
2017-08-24,149.73,150.6,147.98,148.25,3735364.0,0.0,1.0,141.9336220199939,142.75832148675002,140.27474378226606,140.53068499608693,3735364.0
2017-08-23,148.58,149.48,147.4271,149.1,5235444.0,0.0,1.0,140.84350203520134,141.69663941460422,139.75063305218623,141.33642585441189,5235444.0
2017-08-22,149.29,150.58,149.29,149.91,3267404.0,0.0,1.0,141.51653263450805,142.73936287831887,141.51653263450805,142.10424949587448,3267404.0
2017-08-21,147.1,149.88,146.89,149.2,4222423.0,0.0,1.0,139.44056501129435,142.07581158322773,139.241499622767,141.43121889656774,4222423.0
2017-08-18,149.61,149.61,146.96,147.49,6989147.0,0.0,1.0,141.81987036940686,141.81987036940686,139.30785475227614,139.8102578757023,6989147.0
2017-08-17,151.81,152.15,149.61,149.67,4460870.0,0.0,1.0,143.90531729683613,144.2276136401661,141.81987036940686,141.87674619470036,4460870.0
2017-08-16,151.45,152.95,151.16,152.25,6043303.0,0.0,1.0,143.56406234507497,144.9859579774131,143.28916252282295,144.322406682322,6043303.0
2017-08-15,154.275,154.8,148.26,150.17,13528650.0,0.0,1.0,146.2419657859785,146.73962925729685,140.5401643003025,142.35071140547976,13528650.0
2017-08-14,156.04,156.05,153.56,154.26,6662484.0,0.0,1.0,147.91506298002972,147.92454228424532,145.564195534564,146.2277468296551,6662484.0
2017-08-11,154.11,155.72,153.98,154.88,3650541.0,0.0,1.0,146.08555726642132,147.6117252451309,145.96232631161865,146.81546369102153,3650541.0
2017-08-10,155.19,155.98,153.88,153.88,4432313.0,0.0,1.0,147.10932212170476,147.85818715473619,145.86753326946277,145.86753326946277,4432313.0
2017-08-09,153.35,155.57,153.32,155.26,3844857.0,0.0,1.0,145.36513014603662,147.4695356818971,145.33669223338987,147.17567725121387,3844857.0
2017-08-08,153.32,154.2,153.08,153.35,3218945.0,0.0,1.0,145.33669223338987,146.17087100436157,145.10918893221577,145.36513014603662,3218945.0
2017-08-07,152.83,154.47,152.47,153.35,3833620.0,0.0,1.0,144.8722063268261,146.42681221818245,144.53095137506492,145.36513014603662,3833620.0
2017-08-04,151.01,152.75,150.8,152.75,3258581.0,0.0,1.0,143.1469729595891,144.79637189310137,142.9479075710618,144.79637189310137,3258581.0
2017-08-03,150.7,152.03,150.5,150.79,5146465.0,0.0,1.0,142.8531145289059,144.11386198957908,142.66352844459416,142.9384282668462,5146465.0
2017-08-02,149.94,150.86,149.92,150.5,3754192.0,0.0,1.0,142.13268740852124,143.00478339635532,142.11372880009006,142.66352844459416,3754192.0
2017-08-01,150.24,150.39,148.95,149.85,4110605.0,0.0,1.0,142.4170665349889,142.55925609822268,141.19423629117807,142.04737367058095,4110605.0
2017-07-31,148.0,149.98,147.54,149.6,5253318.0,0.0,1.0,140.29370239069723,142.1706046253836,139.85765439678022,141.81039106519125,5253318.0
2017-07-28,147.9,148.27,147.32,148.08,3421081.0,0.0,1.0,140.19890934854138,140.5496436045181,139.64910970403727,140.36953682442197,3421081.0
2017-07-27,146.18,147.86,145.89,147.73,5399029.0,0.0,1.0,138.5684690234603,140.16099213167902,138.29356920120824,140.03776117687636,5399029.0
2017-07-26,146.86,147.245,145.96,146.69,2835975.0,0.0,1.0,139.21306171012026,139.57801492242038,138.35992433071738,139.05191353845527,2835975.0
2017-07-25,145.74,147.4,145.28,146.97,5002381.0,0.0,1.0,138.15137963797446,139.72494413776198,137.71533164405741,139.31733405649172,5002381.0
2017-07-24,146.61,146.69,144.25,144.58,7294422.0,0.0,1.0,138.9760791047306,139.05191353845527,136.73896330985187,137.05178034896628,7294422.0
2017-07-21,147.03,147.46,146.13,146.65,9120167.0,0.0,1.0,139.37420988178525,139.7818199630555,138.52107250238234,139.0139963215929,9120167.0
2017-07-20,152.56,152.57,145.61,147.03,18258694.0,0.0,1.0,144.61626511300523,144.6257444172208,138.02814868317182,139.37420988178525,18258694.0
2017-07-19,152.55,154.0,152.55,153.3,2808385.0,0.0,1.0,144.60678580878962,145.98128492004983,144.60678580878962,145.31773362495872,2808385.0
2017-07-18,153.75,153.86,151.98,152.17,3783567.0,0.0,1.0,145.74430231466013,145.84857466103162,144.06646546850112,144.2465722485973,3783567.0
2017-07-17,152.9,154.5,152.72,153.89,4166468.0,0.0,1.0,144.9385614563352,146.45525013082923,144.76793398045461,145.87701257367837,4166468.0
2017-07-14,153.22,153.67,151.82,152.88,3588205.0,0.0,1.0,145.241899191234,145.66846788093542,143.91479660105173,144.919602847904,3588205.0
2017-07-13,152.82,154.13,152.6,153.29,3287961.0,0.0,1.0,144.8627270226105,146.10451587485247,144.65418232986755,145.30825432074312,3287961.0
2017-07-12,151.46,153.14,151.09,152.59,4275878.0,0.0,1.0,143.57354164929058,145.16606475750928,143.22280739331384,144.64470302565198,4275878.0
2017-07-11,151.45,151.81,150.5,150.6,5641983.0,0.0,1.0,143.56406234507497,143.90531729683613,142.66352844459416,142.75832148675002,5641983.0
2017-07-10,152.22,152.26,151.0,151.18,5081101.0,0.0,1.0,144.29396876967525,144.33188598653757,143.13749365537353,143.30812113125413,5081101.0
2017-07-07,152.04,152.87,151.9,152.23,3775383.0,0.0,1.0,144.12334129379465,144.91012354368843,143.99063103477644,144.30344807389082,3775383.0
2017-07-06,151.77,152.48,151.22,152.05,3408538.0,0.0,1.0,143.8674000799738,144.5404306792805,143.34603834811648,144.13282059801026,3408538.0
2017-07-05,154.01,154.295,151.46,152.69,4432537.0,0.0,1.0,145.9907642242654,146.26092439440967,143.57354164929058,144.73949606780786,4432537.0
2017-07-03,154.39,154.79,153.71,154.01,1658535.0,0.0,1.0,146.35097778445774,146.73014995308125,145.7063850977978,145.9907642242654,1658535.0
2017-06-30,152.51,154.0,152.27,153.4,3640801.0,0.0,1.0,144.56886859192727,145.98128492004983,144.34136529075317,145.41252666711458,3640801.0
2017-06-29,152.77,153.0,151.52,152.16,2855395.0,0.0,1.0,144.81533050153257,145.03335449849106,143.6304174745841,144.23709294438171,2855395.0
2017-06-28,152.75,153.45,152.36,153.23,5084618.0,0.0,1.0,144.79637189310137,145.4599231881925,144.42667902869348,145.2513784954496,5084618.0
2017-06-27,151.06,153.25,150.75,152.24,4567125.0,0.0,1.0,143.19436948066706,145.27033710388076,142.90051104998386,144.31292737810642,4567125.0
2017-06-26,151.67,151.97,151.13,151.42,4128535.0,0.0,1.0,143.7726070378179,144.05698616428555,143.26072461017617,143.53562443242822,4128535.0
2017-06-23,155.16,155.23,150.91,151.31,11422231.0,0.0,1.0,147.080884209058,147.14723933856712,143.05217991743325,143.43135208605676,11422231.0
2017-06-22,156.44,157.07,155.47,155.48,3347363.0,0.0,1.0,148.29423514865323,148.89143131423523,147.3747426397412,147.3842219439568,3347363.0
2017-06-21,157.91,158.53,156.43,156.59,4071298.0,0.0,1.0,149.6876928683446,150.27540972971104,148.28475584443765,148.43642471188704,4071298.0
2017-06-20,158.73,159.2242,157.6,157.67,4201226.0,0.0,1.0,150.46499581402279,150.93346302835712,149.39383443766138,149.4601895671705,4201226.0
2017-06-19,156.91,159.03,156.39,158.81,5195484.0,0.0,1.0,148.73976244678585,150.7493749404904,148.24683862757527,150.5408302477475,5195484.0
2017-06-16,156.25,156.69,155.41,156.64,9105408.0,0.0,1.0,148.11412836855706,148.5312177540429,147.31786681444768,148.48382123296497,9105408.0
2017-06-15,156.13,157.27,154.92,156.77,3972260.0,0.0,1.0,148.00037671797,149.081017398547,146.8533809078839,148.60705218776764,3972260.0
2017-06-14,154.5,157.28,153.96,156.76,5999411.0,0.0,1.0,146.45525013082923,149.09049670276258,145.9433677031875,148.59757288355203,5999411.0
2017-06-13,152.31,154.04,152.06,153.99,3753767.0,0.0,1.0,144.37928250761553,146.01920213691218,144.14229990222583,145.97180561583426,3753767.0
2017-06-12,152.8,153.3,151.73,152.18,4473919.0,0.0,1.0,144.84376841417932,145.31773362495872,143.82948286311142,144.2560515528129,4473919.0
2017-06-09,154.0,154.0,152.78,152.96,4705349.0,0.0,1.0,145.98128492004983,145.98128492004983,144.82480980574815,144.99543728162874,4705349.0
2017-06-08,155.16,155.2335,153.3801,153.5,4041556.0,0.0,1.0,147.080884209058,147.15055709504256,145.39366285172557,145.50731970927046,4041556.0
2017-06-07,154.69,155.3,154.35,154.96,3158964.0,0.0,1.0,146.6353569109254,147.21359446807625,146.3130605675954,146.89129812474627,3158964.0
2017-06-06,154.44,154.66,153.65,154.2,3260265.0,0.0,1.0,146.3983743055357,146.60691899827862,145.64950927250428,146.17087100436157,3260265.0
2017-06-05,155.53,155.62,154.23,154.79,2651789.0,0.0,1.0,147.43161846503475,147.51693220297503,146.19930891700835,146.73014995308125,2651789.0
2017-06-02,154.79,155.86,154.42,155.35,3485310.0,0.0,1.0,146.73014995308125,147.74443550414915,146.3794156971045,147.26099098915415,3485310.0
2017-06-01,153.52,155.16,152.74,155.15,3384233.0,0.0,1.0,145.52627831770164,147.080884209058,144.7868925888858,147.0714049048424,3384233.0
2017-05-31,154.36,154.38,153.28,153.51,7158383.0,0.0,1.0,146.32253987181102,146.34149848024217,145.29877501652751,145.51679901348604,7158383.0
2017-05-30,154.0,154.56,153.52,153.88,3504291.0,0.89,1.0,145.98128492004983,146.51212595612276,145.52627831770164,145.86753326946277,3504291.0
2017-05-26,156.1,156.42,154.64,154.9,4284660.0,0.0,1.0,147.12103084165628,147.42262424248477,145.7450109503762,145.99005558854938,4284660.0
2017-05-25,156.2,156.69,155.35,156.46,3110736.0,0.0,1.0,147.21527877941517,147.67709367443385,146.41417130846446,147.46032341758837,3110736.0
2017-05-24,154.7,155.43,153.29,155.0,4592587.0,0.0,1.0,145.80155971303157,146.4895696586716,144.47266379063095,146.08430352630828,4592587.0
2017-05-23,155.91,156.43,154.68,154.83,4640854.0,0.0,1.0,146.94195975991434,147.43204903626068,145.78271012547978,145.92408203211815,4640854.0
2017-05-22,156.49,157.0,155.8,155.96,3800660.0,0.0,1.0,147.48859779891603,147.96926228148646,146.83828702837957,146.98908372879382,3800660.0
2017-05-19,156.04,156.74,155.32,156.3,4781806.0,0.0,1.0,147.06448207900092,147.7242176433133,146.3858969271368,147.30952671717412,4781806.0
2017-05-18,155.48,156.665,155.24,155.7,4858557.0,0.0,1.0,146.53669362755105,147.6535316899941,146.3104985769297,146.74403909062065,4858557.0
2017-05-17,157.08,157.3,155.89,156.09,5936974.0,0.0,1.0,148.0446606316936,148.2520060947632,146.92311017236256,147.1116060478804,5936974.0
2017-05-16,160.11,160.86,158.05,158.26,10120878.0,0.0,1.0,150.90037314578854,151.60723267898035,148.95886562795502,149.1567862972487,10120878.0
2017-05-15,157.28,157.84,156.66,157.33,6045540.0,0.0,1.0,148.23315650721142,148.7609449586613,147.64881929310616,148.28028047609087,6045540.0
2017-05-12,156.39,157.2,155.75,156.92,2926365.0,0.0,1.0,147.3943498611571,148.15775815700425,146.7911630595001,147.89386393127933,2926365.0
2017-05-11,157.35,157.7,155.33,156.2,3929068.0,0.0,1.0,148.29913006364262,148.6289978457988,146.3953217209127,147.21527877941517,3929068.0
2017-05-10,157.52,158.15,157.3,158.13,2617601.0,0.0,1.0,148.4593515578328,149.05311356571391,148.2520060947632,149.03426397816213,2617601.0
2017-05-09,157.04,157.74,156.29,157.68,3004377.0,0.0,1.0,148.00696145659,148.6666970209024,147.3001019233982,148.61014825824705,3004377.0
2017-05-08,155.85,157.16,155.49,156.89,3184576.0,0.0,1.0,146.88541099725902,148.1200589819007,146.54611842132695,147.86558954995164,3184576.0
2017-05-05,155.34,155.75,154.09,155.73,2500636.0,0.0,1.0,146.40474651468858,146.7911630595001,145.2266472927022,146.7723134719483,2500636.0
2017-05-04,155.46,155.64,154.26,154.86,3793067.0,0.0,1.0,146.5178440399993,146.6874903279653,145.38686878689236,145.95235641344584,3793067.0
2017-05-03,155.16,155.39,154.59,155.0,2445464.0,0.0,1.0,146.23510022672255,146.45187048356803,145.69788698149677,146.08430352630828,2445464.0
2017-05-02,154.49,155.16,153.76,154.95,3295105.0,0.0,1.0,145.60363904373787,146.23510022672255,144.9156290980978,146.03717955742883,3295105.0
2017-05-01,156.22,156.27,154.21,154.21,3152949.0,0.0,1.0,147.23412836696698,147.28125233584643,145.33974481801292,145.33974481801292,3152949.0
2017-04-28,156.01,156.25,154.102,156.1,4983041.0,0.0,1.0,147.03620769767326,147.26240274829465,145.2379570452333,147.12103084165628,4983041.0
2017-04-27,154.69,156.27,153.89,156.12,5881432.0,0.0,1.0,145.79213491925566,147.28125233584643,145.0381514171844,147.13988042920806,5881432.0
2017-04-26,153.11,154.8076,152.4,154.22,5120177.0,0.0,1.0,144.30301750266494,145.90297049406016,143.63385714457667,145.3491696117888,5120177.0
2017-04-25,152.79,154.65,152.79,153.03,5496453.0,0.0,1.0,144.0014241018364,145.75443574415212,144.0014241018364,144.22761915245778,5496453.0
2017-04-24,151.08,152.0601,150.85,151.89,5077174.0,0.0,1.0,142.3897843661591,143.31350840413415,142.17301410931358,143.1531926620062,5077174.0
2017-04-21,148.49,150.146,148.4,150.0,5019927.0,0.0,1.0,139.94876277820336,141.50950862749085,139.86393963422032,141.37190663836287,5019927.0
2017-04-20,147.66,149.05,147.44,148.72,3700195.0,0.0,1.0,139.1665048948044,140.47655122965324,138.9591594317348,140.16553303504884,3700195.0
2017-04-19,147.93,148.4,147.02,147.22,3460975.0,0.0,1.0,139.42097432675345,139.86393963422032,138.5633180931474,138.7518139686652,3460975.0
2017-04-18,147.06,148.18,146.77,147.76,2969413.0,0.0,1.0,138.60101726825096,139.65659417115074,138.32769824875012,139.2607528325633,2969413.0
2017-04-17,145.9,147.31,145.76,147.31,3467650.0,0.0,1.0,137.5077411902476,138.83663711264822,137.37579407738514,138.83663711264822,3467650.0
2017-04-13,146.42,147.01,145.87,145.91,2346886.0,0.0,1.0,137.9978304665939,138.55389329937148,137.47946680891994,137.5171659840235,2346886.0
2017-04-12,147.42,147.57,146.367,146.54,4445599.0,0.0,1.0,138.94030984418302,139.0816817508214,137.9478790595817,138.11092799190462,4445599.0
2017-04-11,147.91,148.65,147.1,148.2,2844794.0,0.0,1.0,139.40212473920167,140.0995594786176,138.6387164433545,139.6754437587025,2844794.0
2017-04-10,146.96,148.995,146.75,148.21,5044458.0,0.0,1.0,138.50676933049203,140.42471486388584,138.30884866119834,139.6848685524784,5044458.0
2017-04-07,147.1,147.8,146.9,147.13,2869120.0,0.0,1.0,138.6387164433545,139.2984520076669,138.4502205678367,138.6669908246822,2869120.0
2017-04-06,147.04,147.96,147.0,147.24,2699679.0,0.0,1.0,138.58216768069917,139.44924870808114,138.5444685055956,138.770663556217,2699679.0
